"id","spans","cashtag","sentiment score"
"14898527","churning in high volume Lot's of sellers trying to get out","$FB","0.2050600025"
"17807004","if u think pandora is the game changer please check spotfy...","$P","0.1601345382"
"9655994","support at 12.50","$AMRN","0.2438698391"
"719909604654624800","Most bullish stocks on Twitter during this dip","$STZ","0.3060919177"
"14374679","it's ok if you short or go long everyone can win when a stock moves around","$MCP","0.1308064962"
"719520383699824600","Pivotal sees 27% upside for Alphabet","$GOOGL","0.2173527921"
"719572927562297300","recalls","$TSLA","0.0100620393"
"719559558494969900","breaking out here on good vol and a parser buy signal","$CTRP","0.1386342042"
"719699054645612500","Bottom Losses","$OASM","-0.1399123643"
"719508490616762400","$FB +34% vs. +5.7%","$FB","0.1985903981"
"6132955","This is too easy, just sell the open every day","$AAPL","0.1720681936"
"719627436447535100","ended the day down","$JJSF","0.0827855722"
"719614954500857900","Highest call to put ratio","$INVA","0.2458534384"
"30091485","Intraday B/O on bull flag $JNUG","$JNUG","0.2707625461"
"10698860","Google, Inc. completes acquisition of ICOA","$GOOG","0.1676639764"
"35960005","I can play the 4/30 announcement sell off","$TSLA","0.1410202443"
"719884293732847600","No break out yet, either direction","$AMZN","0.1382322309"
"38651699","Go elsewhere","$SGYP","0.2223635354"
"9456018","Patents look strong and com","$AMRN","0.2224149995"
"5934720","back under darn those shorts","$FMCN","0.1365366637"
"710863854381563900","Unusual Call Activity","$CMG","0.2848289656"
"710541216698335200","Agree To Buy","$CSCO","0.1907788108"
"32381426","The Baltic Dry Index has only been lower than this 8 days in 30 years","$BDI","0.0537335715"
"719942280258322400","Had stalled @ 106.44 previously Looking to enter near $106.50","$NFLX","0.1978640561"
"13895720","c'mon bulls buy DIPS!","$SPY","0.2139710864"
"719607804538044400","No more buying","$EBAY","0.1820566923"
"13116484","THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING","$VOLC","0.2406006202"
"709948124849115100","picked up $CALM target 57 and $GILD target 115  has great upside potential","$GILD","0.2653447242"
"719585827374895100","SELL SELL SELL SHORT SELL THESE IDIOTS LEAVE EM HOLDING THE BAG GOING TO END UP LIKE $VRX WORTHLESS BLOATED POS","$VRX","0.0950420918"
"15715060","A breakout above $29.83 would constitute a technical entry for the short term trader","$YHOO","0.1752508763"
"719890047135281200","red $AAPL dragging down $QQQ","$QQQ","0.0009121009"
"30403288","strong move today for the Junior Gold Miners keep an EYE out for a gap fill","$GDX","0.2900591424"
"19639364","China winners","$BIDU","0.3239759657"
"7678713","Sorry Longs, Correction mode","$AAPL","0.2290960821"
"711188520115818500","so I can short","$TSLA","0.0238983276"
"9564221","more good news coming so i'll hold my thirty large","$ANTH","0.1574801759"
"25735517","Nice to see them turn the corner!","$PLUG","0.2087769283"
"719551384249634800","Crazy how CEO Marissa Mayer would receive multiple millions of dollars for failing to turn $YHOO around","$YHOO","0.1134779104"
"719630671220777000","Drugs and Biotech Getting Perky","$MRK","0.2342262914"
"7867073","Failed breakouts & failed setups Limping on crutches into next week","$MNST","-0.0123382751"
"5576283","I'm still bullish","$AAPL","0.1694364802"
"710511181027536900","hit my short term target of the 100 SMA","$AAPL","0.0916482403"
"9298895","Next long I'm eyeing is","$NSM","0.1669728041"
"26037247","maybe a new buy program","$SPY","0.2719735819"
"711907079296933900","Unusual call buying","$DVN","0.2859827528"
"24228488","Ascending triangle gives a bullish bias to this chart Breakout above 84 will be positive","$TROW","0.1805195604"
"719493174167625700","Iraq Boosts Oil Production to Record","$SPX","0.1613236547"
"719680445550587900","Reasons for caution about Chinese stocks","$DANG","0.0378983328"
"709779449663721500","Short Setups Looking Nice....Really Nice","$HRTX","-0.071178964"
"719536774821867500","Buy Call!","$ANPPF","0.2183096623"
"11041345","who the hell would touch this right now?","$AAPL","0.1519851158"
"719877375102570500","misses by $0.01 misses on revenue","$FAST","0.1645644292"
"710232349779300400","$AAPL using $GOOGL for cloud","$AAPL","0.1306809957"
"719849703106551800","Pie In The Sky","$AMZN","0.2469975206"
"37516896","Today's Strong And Under The Radar Stock","$MATW","0.2306412875"
"8108130","I went long and short in the same acct","$AAPL","0.1322501609"
"38428783","Synergy Pharma Soars 67% Today On Positive Phase 3 Results","$SGYP","0.1680252112"
"709777793798656000","Unusual Call Activity","$ASHR","0.2734475923"
"6307787","tight pattern here","$AMT","0.0860637245"
"29695868","Moved Upper Bollinger Band","$TXN","0.335647524"
"8412634","breaking","$AMZN","0.0235589898"
"709398151283793900","68 Calls BUYING Activity","$TRIP","0.2621074147"
"6495505","Could be some technical sellers shorts getting back in the game","$SINA","0.170625483"
"710863854381563900","Unusual Call Activity","$C","0.2848289656"
"5350721","Buying puts tomorrow","$TNA","0.1338536883"
"719881403970818000","good opportunity to BUY","$SBUX","0.2289282835"
"719862035396169700","Today after the close $CSX","$CSX","0.1656763349"
"719530610193137700","breaking out","$CTRP","0.1116482508"
"32430292","seems a very strange market the way Oil is controlling the markets","$SPY","0.1987920864"
"15804408","Any suggestion what puts to buy","$AAPL","0.1576924916"
"15526518","Anyone know what's up with this big sell off?","$CYBX","0.0522066152"
"38895736","3 Top Japan ETFs To Surge Higher In 2H","$ITF","0.2734674972"
"719593062406598700","Closed Buy","$FB","0.3264990109"
"8701834","bear raid in effect","$VVUS","0.1158372537"
"5662488","There is massive short squeeze opportunity here","$GMCR","0.0991750244"
"31795627","teel Revenue Rises 36% on Auto Sector Demand","$AKS","0.1558105907"
"6178538","The Best Stocks for 2012","$CAT","0.2944772622"
"6202274","Board To Assess Alibaba-Softbank Proposal Further","$YHOO","0.2037694898"
"7842859","picking up some speed","$SDS","0.2557536732"
"39047416","Stock is Ripping","$COWN","0.1631603732"
"20249627","in from 3.61","$ACAD","0.2830317195"
"719584100227526700","Whole Foods Market is slated to open doors on May 25","$WFM","0.1727027168"
"33172382","both 1m/6m trends turn bullish today","$BBRY","0.2335146476"
"11025416","CITI even reconfirmed it's 'Outperform","$ARIA","0.0928483847"
"5704419","Will homebuilders lead a sustained stock market rally?","$XHB","0.1777444174"
"13560345","Full bull call spread ranging","$AMRN","0.1706307359"
"6692038","Does not want to go down risk appetite still high","$JNK","0.0999970034"
"719781150554722300","Peter Smedley reiterates JD Sports Fashion BUY","$JD","0.2419500106"
"12767826","Institutions seem to like this class of stocks","$BHI","0.2988709718"
"719559500852662300","Time To Embrace Dividend Growth","$WYN","0.2320107248"
"708898404181475300","Nobody wants an electric car","$TSLA","0.1294183703"
"34060864","reak that HOD on volume we have a nice consolidation completed for another run","$KNDI","0.2063703894"
"719549030892744700","Stock Climbs as Barron's Sees 40% Upside","$AAPL","0.2340661752"
"29580219","tock is on its way to high Upgrades and more positive news expected","$ARIA","0.216606982"
"6206304","","$AAPL","0.1646176084"
"708351849796083700","Short Squeeze Ready To Upside w Crossing Important Technical Level","$JBLU","0.2441571775"
"719900573856829400","$NLSN launching a marketing cloud","$NLSN","0.0847344977"
"710857137585528800","addding tsla ss , added small vrx long $TSLA $VRX","$VRX","0.232062343"
"719536774821867500","Buy Call!","$LIFE","0.2189599237"
"30827588","With Oil Prices Down further, Oil Stocks Looking Less Cheap","$OIL","0.0027867648"
"26733780","who's buying here and why?","$GTAT","0.2266084487"
"719937548668256300","s Anglo American jumps 9%","$RIO","0.1975350243"
"13084809","Component supplier $CRUS falls for no sale.","$CRUS","0.1086956564"
"719535506980266000","Nice day rally!","$AMZN","0.327202203"
"10586814","nibbling on a small long buying off 13min charts","$AAPL","0.2872402775"
"8065304","posted buy pm at $4.40","$EFUT","0.215540892"
"708385672998989800","should fire Marissa Maye","$YHOO","0.1357595817"
"709420584979927000","SOMEONE is buying BIG here off the lows","$STX","0.228115003"
"18365036","looking good","$YELP","0.1631339155"
"8596164","Amazing run since middle of March","$SONC","0.2101289536"
"719875775097348100","to generate $895M in revenue","$FB","0.1811316811"
"18706410","could be lotto winners","$SRPT","0.1823523248"
"719523999282278400","piper Jeffries raises pt I remain long","$ILMN","0.2076096174"
"20312961","I can't understand the logic of shorting this now Oh well, it helps the price go up I guess","$GE","0.182812612"
"708399906990329900","Rally Friday! #new52weekhighs p over 31%","$T","0.3958718552"
"709893877566582800","ABC Bullish Pattern","$CHKP","0.1996877884"
"13523414","very nice pattern on the $AL weekly but that pre earnings action Thursday needs to be resolved before","$AL","0.2689360358"
"12767826","Institutions seem to like this class of stocks","$FTI","0.3004867162"
"719540465188675600","Lucrative E-Sports Opportunity","$SIRI","0.1791934155"
"719612962013634600","$V has some momentum","$V","0.2317523245"
"719533807897047000","over 225 million new Internet users are being added globally every year","$AMZN","0.2456994583"
"7399381","Equity indexes working on a positive engulfing for March","$SMH","0.2517324841"
"719545584995029000","Big year at $AMGN","$AMGN","0.1768404732"
"710491410789752800","$AMZN dropping ~$7B of market cap because they're losing $400M of $AAPL's business","$AMZN","0.1518627748"
"8067736","$GRPN having a much better day than $FB","$GRPN","0.1055262764"
"36925712","launching in Japan in the fall Think this will be one of fastest launches of any country to date","$NFLX","0.1718363198"
"719586430243090400","Added to nxpi","$NXPI","0.1508438666"
"710793306100228100","Going back in, but slowly","$TSE","0.1499450571"
"719515579372077000","Added long at friday close","$BLUE","0.3389073575"
"719535506980266000","Nice day rally!","$WMT","0.329514593"
"13132243","seriously nothing says strong growth like well played","$XLP","0.2078274166"
"7853493","fast 56pc dive","$SPY","0.1239603307"
"32370562","","$GDX","0.1590687908"
"16084152","Active puts","$LAMR","-0.0086402467"
"19034611","I wanted to get in this morning but missed it!","$ECA","0.1353085419"
"10561783","bot at 2.24","$KCG","0.2015516116"
"12134471","clearing new 52-week high from a good base","$OKSB","0.1892734063"
"18526288","short term consolidation then movement higher","$NFLX","0.0825490118"
"34332530","Come to the party and buy this gonna give solid gains and a dividend","$HCP","0.2377415943"
"719523139730993200","$FB still a dog going much lower this week","$FB","0.2106691583"
"719528176096030700","$KNDI China electric car maker. China car sales +7.8%.","$TSLA","0.2588815038"
"10892920","Holy green day batman luv it when a plan comes together","$WPRT","0.1996688008"
"8205873","went from 26 to 66","$GLD","0.1947428465"
"16915153","remember she can squeeze as market di","$JCP","0.1528518454"
"8784472","Needs to make a solid break thru current resistance","$AWAY","0.1305039705"
"21778536","Sometimes I question why I bother in sub $5.00 stocks Retail is so short sighted","$BAXS","0.1486880068"
"15249839","RSI lowest level since October 2012","$DIA","0.1585362984"
"719905644648632300","Announces Record #Esports Viewership","$ATVI","0.1887470534"
"37312789","huge buy in all these names","$NUE","0.3577365948"
"719602897479168000","decent handle Pretty tight for a month now","$GOOGL","0.1832125407"
"32199482","Sandbagged the guidance was cautiously optimistic","$GILD","0.1955403093"
"719486879842902000","$FB has 20 times the advertisers of $TWTR","$FB","0.1859554439"
"20276674","they are all poised to breakout.","$ARIA","0.2156567113"
"719903541167464400","","$INFI","0.1646176084"
"710115038011465700","$SDRL 3.69 long","$SDRL","0.2512897221"
"19869247","closed Friday with the RS line in new highs","$SOX","0.28243425"
"31015066","gonna start shorting every 10%","$UGAZ","0.1631852858"
"13279906","Large cap tech is finally trying to catch up with the rest of the market","$QQQ","0.2275156372"
"13451840","needs a rush of buyers i like it tho","$ALXA","0.16703444"
"719669537201725400","$JUNO got some good news today","$JUNO","0.1669175033"
"719915781719347200","has room to go","$ESRX","0.125654232"
"39047584","Dilution don't scare me!!!","$ETRM","0.0702997268"
"35950566","bumped up against resistance 3 times on 5min","$CLF","0.236780626"
"719493174167625700","Iraq Boosts Oil Production to Record","$NUGT","0.162292261"
"15530874","watch for momentum above","$NVDQ","0.2681418871"
"20795798","A 600% Yearly Return Is Not An Ordinary Occurrence","$TSLA","0.1626514203"
"719672950044106800","It's gonna short $TSLA at tomorrow's opening","$TSLA","0.0652832388"
"33674145","sign of a healthy advancing stock that stays above 20dma","$ATHX","0.2120992009"
"5887305","down big would be AWESOME","$SPY","0.0496807679"
"709019023921561600","n a great financial position","$ISRG","0.2576842227"
"21805951","it should start going up slowly from now on","$RNN","0.1997197138"
"719652260322476000","Today's losers","$ICPT","-0.014094737"
"5509901","breakout long through the 100 and 200 MA see it run","$T","0.2303410539"
"37476848","may have a lower entry point","$PX","0.1181576739"
"25145744","All my charts are flashing oversold.","$RAD","0.1046498099"
"5959915","long","$TSPT","0.3652697802"
"710554129844797400","Trims Its Stake","$MDLZ","0.108001284"
"708381020765052900","Up +13.26%","$JKHY","0.2486157356"
"719564967972765700","","$FB","0.1476275236"
"710496429974888400","5 Best Analyst Rated Stocks","$ORCL","0.2391524102"
"719908259893616600","Will still go down on lack of new products","$AAPL","0.1673890104"
"18405590","I think $JAZZ has plenty of room to run and lots of momentum to continue pushing it to new highs","$JAZZ","0.1280607606"
"9369557","dump it for minor loss","$ASTX","0.119931862"
"23526008","lots of nice setups in Energy  liking Whiting more each day $CRZO too","$WLL","0.2637777588"
"709439542089158700","Lets BURN!","$SPY","0.0838494611"
"25160682","beat up AH","$TWTR","0.2669516745"
"6929823","every time it jumps back in range","$SINA","0.1890321262"
"711987709972127700","Otherwise long","$AAPL","0.2626242399"
"28703227","A bottom right here?","$PRGN","0.2321834253"
"11107935","Accumulating","$ET","0.1419864298"
"710110155216584700","","$CHTR","0.1646176084"
"32648097","Elon MuskÃ¢â‚¬â„¢s Comparision Of $TSLA With $AAPL DoesnÃ¢â‚¬â„¢t Go Well","$AAPL","0.0892332418"
"709731726726193200","the most trending","$OUTR","0.2401246618"
"719611920110776300","Anyone else see an issue with this. No wonder $ebay stock sucks","$EBAY","0.1581232436"
"710863854381563900","Unusual Call Activity","$GOOG","0.2848289656"
"21856695","green, lol... make-up to cover ugliness","$RDEN","0.1935378743"
"709834259687710700","Biggest Market Losers","$ASPS","-0.057716062"
"710863854381563900","Unusual Call Activity","$CLF","0.2837277643"
"32427089","Quality Stocks With High Cash Returns","$PPC","0.2638775344"
"719517217247735800","In Play Longs","$HTS","0.2963696959"
"709834259687710700","Biggest Market Losers","$VRX","-0.057716062"
"719756644968763400","BMW Takes A Leap Ahead Of Tesla","$BAMXY","0.1162542334"
"8504139","Short interest increases yet again","$SPY","0.0723127008"
"719501877843349500","Netflix raising prices for 17m subscribers by $2.","$NFLX","0.1894033537"
"14024460","covered up last of it","$SCTY","0.2243643046"
"710143603524427800","looking for a sharp move up in equities","$HD","0.2823032939"
"719549796994814000","Out of $AMGN one year later I'm tired of waiting here","$REGN","0.1640268245"
"10573348","cash & cheap financing is fueling a wave of acquisitions","$TEA","0.2479227073"
"719623868495728600","Juniper tumbles on Q1 warning","$JNPR","0.1428891271"
"25969840","probably hit a near term high Momentum slowing after a huge run","$AAPL","0.1154918997"
"711745824884187100","","$TNET","0.1646176084"
"39050045","Decent pull back","$WX","0.1800652211"
"719901932169527300","Google, Baidu,Tesla On Fast Track To Create 'Robot Cars'","$GOOGL","0.2443463773"
"30919823","Cheaper oil will introduce more shipment and higher tanker rates.","$FRO","0.1919025797"
"9756290","aint bad iether","$WYNN","0.0982399776"
"709803667948318700","$AMZN up 5 points from yesterday's trade entry and alert","$AMZN","0.1952726672"
"38625785","What's behind this drop?","$AMBA","0.2010779219"
"16669526","pure garbage stock","$EBAY","0.1854172914"
"719581208120844300","whole Semiconductor space looks interesting","$SMH","0.2200657376"
"719528734299197400","Sells 109,000 Shares of Facebook","$FB","0.2517234806"
"719599233280512000","trails $MSFT $ORCL $GOOG $CRM $ADBE","$ORCL","0.1530745524"
"719582524142403600","short","$V","-0.1287511808"
"719880627412148200","how about a stock split?","$FB","0.1815681035"
"709418142645137400","calls for nice gains Still holding Week made in a morning","$FB","0.3177177252"
"719585625859428400","efficient but boring.","$GOOG","0.1410806855"
"16080172","buy point has changed to 319 from 318","$AMZN","0.1839015848"
"35904055","Ibio seems to be gaining big money Shorts will be hurting","$IBIO","0.1573963218"
"719572200051880000","I'm a buyer","$TSLA","0.1567600548"
"719599977480253400","Stocks Higher In Afternoon Trade","$UA","0.2529774815"
"709439542089158700","Lets BURN!","$AAPL","0.0838494611"
"31099441","Now I'm glad I got stopped out","$AAPL","0.1585757347"
"24462309","So far good $BBRY did not break coz I was told that is key support level","$BBRY","0.1934761262"
"34407013","all out for now","$QLYS","0.1875838485"
"710127113127530500","Covered Call","$SCTY","0.2462121266"
"32476166","I sold half of my $UGAZ Long here","$UGAZ","0.1884135551"
"12108658","over 100% upside left from here in next 6 mnths","$BIDU","0.2277781188"
"10310716","it's been a sinking ship","$HK","0.1849109321"
"709749425208320000","Jan-18 6 Put with a big print","$SYMC","0.1352235687"
"12248515","LONGS","$CLWR","0.3534012854"
"22695238","Future profits will be huge","$YELP","0.1435552224"
"31710623","Major pump and dump coming this week","$OCN","0.2164805083"
"6006891","biggest St50 gainers","$PKT","0.2545215613"
"30632010","wait a little longer before re-entering","$UGAZ","0.1770390281"
"17792845","possible double bottom set up","$GLD","0.2349056516"
"12105568","Short week next week","$TZA","0.1077655704"
"719939196627116000","Breaking 52 week highs timing looks great now","$IGE","0.2481918868"
"719599977480253400","Higher In Afternoon Trade Buy Point","$JPM","0.2573094291"
"708351849796083700","Short Squeeze Ready To Upside w Crossing Important Technical Level","$MGM","0.2388726484"
"5960438","buy area now","$AAPL","0.1589089892"
"719762401156034600","Begin The Assault On Intel","$INTC","0.2260455021"
"719585607215808500","Today I bought more","$YHOO","0.1976747786"
"719691311943536600","analysts conjuring up metrics to bring it down and boost their short positions.","$AAPL","0.1302851229"
"708433303922204700","Surges On Deal","$CMCSA","0.2674616279"
"13461331","If i had to pick one it would be","$STX","0.2082915119"
"34779026","This will be a rough climb to the top Many traders and bag holders looking to get out","$ISIS","0.1796739451"
"719599977480253400","Stocks Higher In Afternoon Trade","$AA","0.2570694053"
"24061441","bullish pennant/symmetrical triangle b/o in progress Long from $2.66","$ISR","0.2740661591"
"711377964647129100","Not sure we can see too much $TSLA up side thus week","$TSLA","0.1449528184"
"12824244","NO one Believes in Flyin' anymore","$PCLN","0.1673729808"
"23774048","In 73.24","$TNA","0.235668959"
"5542818","I am not optimistic fundementals and charts look like poopoo this quarter.","$AMZN","0.1261306805"
